Genes	avg_logFC	pct.TM	pct.PB	pct.Difference	p_val	p_val_adj	
LINC00526	0.771974411	0.028	0.012	0.016	0.263510835	1	
DDB2	0.771295102	0.284	0.162	0.122	0.001102824	1	
ZNF670	0.77075783	0.007	0	0.007	0.290768773	1	
KIR2DL4	0.769752954	0.007	0	0.007	0.290768773	1	
RP11-336K24.12	0.769577816	0.005	0	0.005	0.36082193	1	
IPO4	0.769229442	0.009	0	0.009	0.237083309	1	
TOPORS	0.768406877	0.19	0.081	0.109	0.001533086	1	
C2orf44	0.767823302	0.009	0	0.009	0.237083309	1	
ORC1	0.767509988	0.005	0	0.005	0.36082193	1	
GAS8	0.767426384	0.005	0	0.005	0.36082193	1	
RP11-109N23.4	0.767241552	0.007	0	0.007	0.290768773	1	
FALEC	0.767237531	0.005	0	0.005	0.36082193	1	
KIAA1524	0.767224819	0.019	0.006	0.013	0.254210969	1	
RARA-AS1	0.766885668	0.005	0	0.005	0.36082193	1	
RP13-890H12.2	0.766812792	0.005	0	0.005	0.36082193	1	
ZBTB49	0.766785264	0.042	0.019	0.023	0.169525035	1	
ANKRD22	0.766662773	0.005	0	0.005	0.36082193	1	
SYTL3	0.766433271	0.43	0.206	0.224	6.49E-07	0.011956844	
CDC45	0.76636679	0.007	0	0.007	0.290768773	1	
DDIT3	0.766176836	0.338	0.175	0.163	4.92E-05	0.906070656	
ATAD3C	0.766124875	0.026	0.012	0.014	0.307586644	1	
MLKL	0.766111328	0.078	0.019	0.059	0.008104508	1	
SERPINF1	0.766067593	0.009	0	0.009	0.237083309	1	
ZNF81	0.765963936	0.019	0.006	0.013	0.255813524	1	
OXNAD1	0.765746915	0.538	0.312	0.226	2.38E-08	0.000438478	
MAP3K8	0.765548927	0.11	0.069	0.041	0.112165111	1	
CAPN12	0.764631512	0.038	0.019	0.019	0.223346015	1	
ESPL1	0.763982538	0.005	0	0.005	0.36082193	1	
FAM157B	0.763873398	0.007	0	0.007	0.290768773	1	
NUBP1	0.76347996	0.098	0.05	0.048	0.055377218	1	
NGRN	0.763170587	0.345	0.188	0.157	4.51E-05	0.831425191	
OGFOD2	0.762860231	0.057	0.025	0.032	0.096274498	1	
CCNA2	0.762803084	0.005	0.006	-0.001	0.87910773	1	
RP13-516M14.4	0.762801987	0.002	0	0.002	0.599816854	1	
CTD-2126E3.3	0.762660046	0.005	0	0.005	0.36082193	1	
FBXW2	0.762085624	0.167	0.1	0.067	0.021816411	1	
ABR	0.762022868	0.077	0.031	0.046	0.043018642	1	
LINC01503	0.7618927	0.007	0	0.007	0.290768773	1	
RP11-356I2.4	0.761832116	0.164	0.075	0.089	0.005648403	1	
TRBV1	0.761212769	0.003	0	0.003	0.456375917	1	
TBC1D2B	0.760967462	0.07	0.025	0.045	0.037918852	1	
RMI2	0.760572921	0.021	0.012	0.009	0.480443299	1	
CISD1	0.760274538	0.132	0.075	0.057	0.042033127	1	
TNFRSF12A	0.760240385	0.024	0.006	0.018	0.153563162	1	
GPR137	0.759921834	0.071	0.038	0.033	0.114937254	1	
SMIM14	0.759734648	0.078	0.044	0.034	0.120941741	1	
SERTAD2	0.759607	0.174	0.088	0.086	0.007334064	1	
CNNM4	0.759604668	0.007	0	0.007	0.290768773	1	
AC009473.1	0.759169544	0.007	0	0.007	0.290768773	1	
RHEB	0.75889798	0.389	0.212	0.177	2.29E-05	0.421337832	
CXorf65	0.758548452	0.005	0	0.005	0.36082193	1	
CTSV	0.75828508	0.007	0	0.007	0.290768773	1	
CH507-254M2.3	0.7582637	0.003	0	0.003	0.456375917	1	
HOXB2	0.758231205	0.237	0.131	0.106	0.004004264	1	
TSPAN15	0.757953621	0.007	0	0.007	0.290768773	1	
ALKBH2	0.757937659	0.044	0.025	0.019	0.274072254	1	
ZFP69	0.757375959	0.005	0	0.005	0.36082193	1	
CHRNB1	0.757240912	0.044	0.019	0.025	0.148581312	1	
PPAN	0.756959663	0.021	0.006	0.015	0.215262596	1	
PLXND1	0.756850271	0.005	0	0.005	0.36082193	1	
JAG2	0.756838267	0.005	0	0.005	0.36082193	1	
DYX1C1	0.756641966	0.019	0.006	0.013	0.255813524	1	
CCDC106	0.756445457	0.009	0	0.009	0.237083309	1	
MPDU1	0.756317997	0.155	0.075	0.08	0.008138384	1	
BOLA2B	0.756159372	0.061	0.019	0.042	0.036341008	1	
NLK	0.756100389	0.009	0	0.009	0.237083309	1	
RMDN1	0.756051524	0.145	0.081	0.064	0.027918845	1	
SMC1A	0.755897537	0.139	0.094	0.045	0.089704498	1	
NAPSA	0.755426409	0.014	0.006	0.008	0.432971169	1	
ZNF419	0.754911172	0.017	0.006	0.011	0.303580704	1	
TUBGCP3	0.754855436	0.077	0.044	0.033	0.135277306	1	
SOCS2	0.754202859	0.061	0.031	0.03	0.137393498	1	
PRMT6	0.753887459	0.023	0.006	0.017	0.183742281	1	
PDE7A	0.753770779	0.148	0.075	0.073	0.015352389	1	
TRIM17	0.753737034	0.003	0	0.003	0.456375917	1	
C1orf112	0.753535065	0.056	0.025	0.031	0.1107505	1	
MCOLN2	0.753406398	0.021	0.006	0.015	0.215262596	1	
GOLGA3	0.753087936	0.099	0.062	0.037	0.12695108	1	
IFNL1	0.753069767	0.005	0	0.005	0.36082193	1	
MYL5	0.753036015	0.045	0.025	0.02	0.241211919	1	
LINC01515	0.752854406	0.005	0	0.005	0.36082193	1	
ID3	0.752725213	0.261	0.119	0.142	0.00022021	1	
TAX1BP3	0.752629263	0.148	0.075	0.073	0.011808801	1	
IRF1	0.752529736	0.634	0.425	0.209	2.14E-08	0.000394396	
SMC2	0.752201304	0.078	0.038	0.04	0.071155916	1	
ZDHHC2	0.751782775	0.016	0.006	0.01	0.358815802	1	
DCTN5	0.751182692	0.115	0.062	0.053	0.04730477	1	
RP11-936I5.1	0.751072668	0.005	0	0.005	0.36082193	1	
PAXIP1-AS2	0.750850645	0.044	0.012	0.032	0.06859421	1	
PLEKHO2	0.750726884	0.019	0.006	0.013	0.256617429	1	
PEX11G	0.750502646	0.009	0	0.009	0.237083309	1	
EML2	0.749609579	0.209	0.094	0.115	0.000915894	1	
RPL22L1	0.74944931	0.683	0.45	0.233	3.20E-10	5.90E-06	
THAP9-AS1	0.749353376	0.049	0.025	0.024	0.186092444	1	
SPIN3	0.749309696	0.012	0.006	0.006	0.519103134	1	
SLC3A2	0.749290733	0.528	0.294	0.234	8.24E-08	0.001519285	
DLX2	0.749280919	0.005	0	0.005	0.36082193	1	
ZNF510	0.749191701	0.019	0.006	0.013	0.254210969	1	
ACSS2	0.748955529	0.026	0.012	0.014	0.306054702	1	
GNL3	0.74883186	0.145	0.081	0.064	0.027511561	1	
RP11-297D21.4	0.748734653	0.031	0.019	0.012	0.386212808	1	
TTI2	0.74870059	0.051	0.019	0.032	0.084628954	1	
TIMM44	0.748564402	0.066	0.031	0.035	0.094424898	1	
TIMM8B	0.748545382	0.286	0.15	0.136	0.000352397	1	
GPSM1	0.748395871	0.005	0	0.005	0.36082193	1	
SRSF2	0.747933067	0.676	0.488	0.188	2.98E-09	5.49E-05	
RP11-362K14.5	0.747930091	0.005	0	0.005	0.36082193	1	
BCL2A1	0.747773798	0.101	0.069	0.032	0.200995343	1	
SLC2A1	0.747216163	0.051	0.025	0.026	0.168172977	1	
PDIA4	0.747114613	0.199	0.119	0.08	0.013437657	1	
SCARB1	0.747101757	0.007	0	0.007	0.290768773	1	
AF165138.7	0.746967977	0.005	0	0.005	0.36082193	1	
CTD-2006H14.2	0.746389189	0.005	0	0.005	0.36082193	1	
RGPD3	0.746313537	0.005	0	0.005	0.36082193	1	
PRR19	0.746235526	0.005	0	0.005	0.36082193	1	
RNF5	0.746076278	0.237	0.138	0.099	0.003786389	1	
IPO13	0.746074931	0.038	0.012	0.026	0.106787584	1	
TMEM223	0.745337727	0.092	0.044	0.048	0.043129371	1	
RP11-737O24.1	0.744822587	0.005	0	0.005	0.36082193	1	
METTL2A	0.744427158	0.057	0.019	0.038	0.047622689	1	
EXOC5	0.744386329	0.113	0.05	0.063	0.018687276	1	
JHDM1D-AS1	0.744297461	0.005	0	0.005	0.36082193	1	
FBXO28	0.743958524	0.124	0.062	0.062	0.026288	1	
PLEKHM3	0.743683581	0.03	0.019	0.011	0.444003656	1	
IL10RB	0.743389666	0.213	0.138	0.075	0.016335402	1	
CDK4	0.742582022	0.169	0.088	0.081	0.009625129	1	
POU3F1	0.742431037	0.012	0.006	0.006	0.519103134	1	
CYP2F1	0.741820231	0.003	0	0.003	0.456375917	1	
TMX1	0.741686461	0.382	0.231	0.151	7.52E-05	1	
SAT1	0.741453027	0.908	0.819	0.089	8.02E-13	1.48E-08	
ZNF84	0.741197256	0.075	0.038	0.037	0.089682534	1	
CTD-2377D24.6	0.740817399	0.003	0	0.003	0.456375917	1	
RCBTB1	0.74081566	0.125	0.05	0.075	0.008283935	1	
AVEN	0.74007503	0.007	0	0.007	0.290768773	1	
CCDC163P	0.739743261	0.007	0	0.007	0.290768773	1	
HIST1H4K	0.739690852	0.005	0	0.005	0.36082193	1	
LRRC61	0.739554834	0.096	0.044	0.052	0.035585465	1	
RP11-216B9.6	0.73955405	0.005	0	0.005	0.36082193	1	
SLC35F3	0.739354152	0.005	0	0.005	0.36082193	1	
FAM127A	0.739293131	0.124	0.069	0.055	0.044163018	1	
RP5-903G2.2	0.73898927	0.005	0	0.005	0.36082193	1	
PLIN2	0.738846207	0.352	0.225	0.127	0.000874488	1	
DCAF12	0.738799252	0.082	0.038	0.044	0.055322126	1	
ATG4C	0.738787629	0.049	0.019	0.03	0.09775473	1	
ROMO1	0.738436401	0.674	0.45	0.224	5.34E-11	9.84E-07	
REC8	0.738427808	0.12	0.056	0.064	0.019556767	1	
TIMELESS	0.738320922	0.028	0.012	0.016	0.264183455	1	
TMCC1	0.738141073	0.044	0.025	0.019	0.276821946	1	
RPUSD3	0.737458782	0.169	0.106	0.063	0.029162699	1	
SAMD9L	0.737170588	0.167	0.075	0.092	0.003919034	1	
GJC3	0.737029985	0.005	0	0.005	0.36082193	1	
ATP2A2	0.73695013	0.111	0.056	0.055	0.036666088	1	
CTNNAL1	0.736679609	0.125	0.056	0.069	0.016630063	1	
CD82	0.736274423	0.545	0.331	0.214	2.37E-07	0.004374335	
ILDR1	0.736162497	0.005	0	0.005	0.36082193	1	
RP11-277P12.6	0.736106931	0.005	0	0.005	0.36082193	1	
RP11-348N5.7	0.735929824	0.005	0	0.005	0.36082193	1	
ZNF75D	0.735905353	0.04	0.025	0.015	0.3535773	1	
HSPA1L	0.735707626	0.017	0.006	0.011	0.304523338	1	
CTSD	0.735555488	0.598	0.412	0.186	4.35E-08	0.000802043	
CTD-3193O13.12	0.735436745	0.003	0	0.003	0.456375917	1	
RP1-43E13.2	0.735376503	0.01	0.006	0.004	0.624378148	1	
GPAT3	0.735257981	0.024	0.006	0.018	0.154059616	1	
ZNF132	0.735122507	0.005	0	0.005	0.36082193	1	
MS4A4A	0.734375894	0.012	0	0.012	0.16111254	1	
GGT7	0.734332026	0.089	0.038	0.051	0.033308791	1	
CREB3L4	0.734281234	0.023	0.012	0.011	0.416286192	1	
C11orf63	0.733833425	0.019	0.012	0.007	0.562892484	1	
A4GALT	0.73339214	0.005	0	0.005	0.36082193	1	
LLNLR-245B6.1	0.732325853	0.146	0.106	0.04	0.121558339	1	
AC093388.3	0.732270186	0.017	0.006	0.011	0.304523338	1	
ZFYVE1	0.732194512	0.033	0.012	0.021	0.169260623	1	
DUSP10	0.731854332	0.429	0.225	0.204	1.33E-06	0.024599025	
PSMD6-AS2	0.731749881	0.005	0	0.005	0.36082193	1	
ADCK4	0.731556022	0.057	0.031	0.026	0.178191901	1	
POLG	0.731485611	0.101	0.044	0.057	0.026253555	1	
MIOS	0.731342297	0.087	0.05	0.037	0.109725543	1	
ODC1	0.730881047	0.193	0.112	0.081	0.014085131	1	
RBM28	0.73072182	0.073	0.031	0.042	0.058047687	1	
GRAMD1B	0.730174697	0.021	0.006	0.015	0.217319366	1	
TMEM110-MUSTN1	0.729463099	0.007	0	0.007	0.290768773	1	
SNAPC1	0.72936772	0.049	0.019	0.03	0.094609705	1	
C8orf37-AS1	0.729204918	0.005	0	0.005	0.36082193	1	
DND1	0.729107071	0.003	0	0.003	0.456375917	1	
LYPD3	0.729020641	0.017	0.006	0.011	0.304523338	1	
CHUK	0.728271733	0.063	0.031	0.032	0.122306238	1	
GMEB1	0.727374539	0.068	0.038	0.03	0.146326228	1	
NIT2	0.726976985	0.169	0.094	0.075	0.015126507	1	
LRRK1	0.726931069	0.005	0	0.005	0.36082193	1	
RP11-326G21.1	0.726627341	0.005	0	0.005	0.36082193	1	
LINC00278	0.726299664	0.021	0.006	0.015	0.215262596	1	
HSD17B7	0.726268118	0.155	0.088	0.067	0.023407733	1	
RP11-192H23.7	0.725778923	0.005	0	0.005	0.36082193	1	
CDC34	0.72559838	0.023	0.012	0.011	0.415300421	1	
TMEM70	0.725106971	0.242	0.125	0.117	0.001268103	1	
RP11-798G7.6	0.724840303	0.003	0	0.003	0.456375917	1	
AREL1	0.724597992	0.051	0.019	0.032	0.085492402	1	
BBS7	0.724043339	0.049	0.025	0.024	0.188884821	1	
SBNO2	0.72403596	0.075	0.038	0.037	0.092480184	1	
TCTN1	0.724026216	0.007	0	0.007	0.290768773	1	
PMVK	0.723713044	0.303	0.175	0.128	0.000535012	1	
CDIP1	0.723711211	0.166	0.094	0.072	0.018381171	1	
PHYH	0.723693561	0.07	0.031	0.039	0.075547181	1	
TTK	0.723653962	0.003	0	0.003	0.456375917	1	
PPIL4	0.72355602	0.199	0.106	0.093	0.005829936	1	
POLE2	0.723307116	0.014	0.006	0.008	0.432971169	1	
CFAP70	0.723248253	0.003	0	0.003	0.456375917	1	
CXorf40B	0.723180813	0.118	0.075	0.043	0.096023866	1	
ELMSAN1	0.722903118	0.092	0.031	0.061	0.012889886	1	
IGHG1	0.722700599	0.016	0.006	0.01	0.365452174	1	
MYO1E	0.722333524	0.019	0.006	0.013	0.257423086	1	
MCM8	0.722260079	0.026	0.012	0.014	0.307586644	1	
PPIH	0.722065967	0.197	0.106	0.091	0.006537465	1	
AXL	0.722021188	0.005	0	0.005	0.36082193	1	
SHCBP1	0.721972084	0.009	0.006	0.003	0.755878218	1	
PCAT19	0.721898072	0.005	0	0.005	0.36082193	1	
FAM127B	0.721846321	0.092	0.062	0.03	0.187407639	1	
CPD	0.721695958	0.12	0.056	0.064	0.020141077	1	
NEBL	0.721640796	0.003	0	0.003	0.456375917	1	
NEK1	0.721522889	0.167	0.081	0.086	0.007247187	1	
AMD1	0.72128261	0.463	0.319	0.144	8.21E-05	1	
GPCPD1	0.720588175	0.256	0.156	0.1	0.004873361	1	
LEMD1	0.720011295	0.005	0	0.005	0.36082193	1	
FRMD6	0.719904113	0.007	0	0.007	0.290768773	1	
ACSL3	0.719689713	0.087	0.038	0.049	0.039169337	1	
ENTHD2	0.719468892	0.047	0.019	0.028	0.112004374	1	
PTTG1	0.719422097	0.514	0.331	0.183	2.63E-06	0.048455466	
ECE2	0.718722745	0.024	0.012	0.012	0.357941866	1	
PYROXD2	0.718679216	0.017	0.012	0.005	0.654007131	1	
CMC4	0.718664975	0.005	0	0.005	0.36082193	1	
TRAPPC8	0.718326356	0.077	0.038	0.039	0.080666168	1	
TM7SF3	0.718154229	0.089	0.056	0.033	0.155381633	1	
RAB27A	0.718146965	0.261	0.144	0.117	0.001249064	1	
NFYB	0.718111947	0.091	0.044	0.047	0.054121571	1	
ZCWPW2	0.717726435	0.005	0	0.005	0.36082193	1	
PLB1	0.717460639	0.012	0.006	0.006	0.520623855	1	
HMMR	0.716404958	0.007	0	0.007	0.290768773	1	
SPRYD4	0.716339368	0.035	0.012	0.023	0.145207814	1	
SERPINB6	0.716305245	0.012	0.006	0.006	0.519103134	1	
FN3KRP	0.715728905	0.099	0.056	0.043	0.08333025	1	
AC010642.1	0.715627863	0.016	0.006	0.01	0.363231585	1	
TTC8	0.715553979	0.005	0	0.005	0.36082193	1	
RIOK1	0.71544696	0.125	0.05	0.075	0.007293438	1	
CWC25	0.715439377	0.138	0.069	0.069	0.018127556	1	
PRMT1	0.715346135	0.312	0.2	0.112	0.001221297	1	
LILRB4	0.714597638	0.007	0	0.007	0.290768773	1	
HIF1A-AS2	0.714356467	0.014	0.006	0.008	0.431674535	1	
DOCK6	0.714217523	0.003	0	0.003	0.456375917	1	
VAV2	0.713995175	0.005	0	0.005	0.36082193	1	
NAGK	0.713891403	0.179	0.081	0.098	0.003207779	1	
TIMMDC1	0.713731224	0.232	0.125	0.107	0.002867932	1	
TNFSF4	0.713176005	0.007	0	0.007	0.290768773	1	
UMPS	0.713174495	0.057	0.025	0.032	0.097842443	1	
FGR	0.713153919	0.021	0.006	0.015	0.214580132	1	
QKI	0.713065518	0.075	0.044	0.031	0.154749828	1	
GPN1	0.713016713	0.155	0.088	0.067	0.021833893	1	
AGPAT2	0.71293898	0.146	0.075	0.071	0.017071457	1	
RP13-349O20.2	0.712743425	0.005	0	0.005	0.36082193	1	
RP11-10L12.4	0.712591757	0.005	0	0.005	0.36082193	1	
FAM157C	0.71255901	0.007	0	0.007	0.290768773	1	
RINL	0.712365416	0.136	0.081	0.055	0.049118215	1	
MATK	0.712356991	0.04	0.012	0.028	0.089753449	1	
NCAPG	0.712232803	0.01	0.006	0.004	0.624378148	1	
NAT9	0.711736869	0.064	0.031	0.033	0.109483657	1	
KLRC1	0.711732523	0.005	0	0.005	0.36082193	1	
ARL6IP6	0.71172265	0.294	0.144	0.15	0.000160011	1	
ZBTB38	0.711695185	0.458	0.269	0.189	1.38E-05	0.253524307	
NKILA	0.711596017	0.007	0	0.007	0.290768773	1	
PARD6A	0.710957369	0.04	0.025	0.015	0.358970029	1	
MOCS2	0.71088269	0.124	0.069	0.055	0.045104941	1	
ZNF77	0.71080105	0.017	0.006	0.011	0.30641443	1	
FCGR2B	0.710459616	0.007	0	0.007	0.290768773	1	
CDCA8	0.710217333	0.005	0	0.005	0.36082193	1	
CASD1	0.71018096	0.03	0.019	0.011	0.443114232	1	
HSPA8	0.710074914	0.99	0.906	0.084	2.18E-22	4.03E-18	
HSDL1	0.709735737	0.033	0.012	0.021	0.169260623	1	
DDX41	0.709548107	0.075	0.038	0.037	0.090886355	1	
MADD	0.709417624	0.091	0.05	0.041	0.093061856	1	
NAT1	0.709059049	0.042	0.019	0.023	0.170732859	1	
RAB30	0.708891273	0.169	0.106	0.063	0.03534734	1	
HS3ST3A1	0.708873666	0.005	0	0.005	0.36082193	1	
NRGN	0.708836169	0.009	0	0.009	0.237083309	1	
MLH1	0.708643572	0.118	0.056	0.062	0.022302601	1	
BORCS6	0.708586615	0.091	0.05	0.041	0.090752166	1	
MDK	0.708359516	0.003	0	0.003	0.456375917	1	
RAD17	0.707937184	0.07	0.044	0.026	0.219588767	1	
CRLS1	0.707868287	0.071	0.038	0.033	0.115166284	1	
RP13-638C3.4	0.707843813	0.005	0	0.005	0.36082193	1	
RAF1	0.70760356	0.145	0.081	0.064	0.029870822	1	
TMEM60	0.70718938	0.146	0.1	0.046	0.086209261	1	
KLC4	0.70714919	0.03	0.012	0.018	0.230365063	1	
CLSPN	0.70711329	0.023	0.006	0.017	0.182571349	1	
AHI1	0.707008741	0.078	0.038	0.04	0.07236277	1	
AL109767.1	0.706729843	0.005	0	0.005	0.36082193	1	
AD000671.6	0.706520486	0.206	0.1	0.106	0.002612764	1	
HIST1H2BL	0.706195333	0.005	0	0.005	0.36082193	1	
CPSF2	0.70615285	0.11	0.062	0.048	0.06889692	1	
ADI1	0.706122998	0.265	0.131	0.134	0.000431318	1	
CRACR2B	0.705881564	0.007	0	0.007	0.290768773	1	
IRF4	0.705546094	0.148	0.069	0.079	0.009091193	1	
KCNMA1	0.705457302	0.005	0	0.005	0.36082193	1	
ZFYVE26	0.705431384	0.04	0.025	0.015	0.355593543	1	
RP11-367J11.2	0.705392598	0.005	0	0.005	0.36082193	1	
ZNF598	0.705194922	0.019	0.012	0.007	0.566635097	1	
DFNA5	0.704953037	0.005	0	0.005	0.36082193	1	
SFXN2	0.704933473	0.01	0.006	0.004	0.62615187	1	
STARD3NL	0.704858737	0.15	0.075	0.075	0.014130457	1	
ZNF358	0.703963549	0.005	0	0.005	0.36082193	1	
IL5RA	0.703863282	0.009	0	0.009	0.237083309	1	
ARL2	0.703510664	0.141	0.081	0.06	0.036487717	1	
WDR19	0.703256613	0.007	0	0.007	0.290768773	1	
LCP2	0.703204471	0.751	0.531	0.22	9.12E-12	1.68E-07	
IGSF8	0.703200785	0.101	0.056	0.045	0.072381084	1	
ATP6V1E2	0.702424134	0.023	0.006	0.017	0.183156121	1	
PNMA1	0.702065962	0.085	0.044	0.041	0.075708296	1	
CYSTM1	0.702052365	0.136	0.069	0.067	0.021290538	1	
IL15	0.701953327	0.019	0.012	0.007	0.561647603	1	
CITF22-92A6.1	0.701934856	0.007	0	0.007	0.290768773	1	
RP11-367J11.3	0.701831068	0.007	0	0.007	0.290768773	1	
RP3-467L1.4	0.701804466	0.003	0	0.003	0.456375917	1	
MT3	0.701785361	0.003	0	0.003	0.456375917	1	
CDK18	0.700248561	0.003	0	0.003	0.456375917	1	
CLEC2D	0.69991328	0.509	0.369	0.14	3.39E-05	0.624089716	
TOP1	0.699878687	0.354	0.225	0.129	0.000518121	1	
CCZ1B	0.699676541	0.028	0.025	0.003	0.817329948	1	
EIF1AX	0.699529068	0.359	0.225	0.134	0.000382705	1	
RP11-227G15.12	0.699121576	0.003	0	0.003	0.456375917	1	
CTCF	0.6987861	0.105	0.056	0.049	0.058538842	1	
CPSF7	0.698747011	0.214	0.131	0.083	0.009720743	1	
ZFPM1	0.698361426	0.005	0	0.005	0.36082193	1	
SLC45A4	0.698293427	0.005	0	0.005	0.36082193	1	
TRBV5-1	0.698122702	0.115	0.062	0.053	0.053392899	1	
P2RY10	0.697986163	0.404	0.275	0.129	0.000350224	1	
CTD-3035D6.2	0.697792617	0.005	0	0.005	0.36082193	1	
HSBP1	0.697615541	0.218	0.144	0.074	0.019265609	1	
RAB31	0.697447238	0.017	0.006	0.011	0.305467914	1	
DNAJC27	0.697311039	0.078	0.031	0.047	0.037403353	1	
FXYD2	0.69716923	0.077	0.038	0.039	0.083210677	1	
PKNOX1	0.696707359	0.031	0.019	0.012	0.384614245	1	
MCM3AP-AS1	0.696646668	0.003	0	0.003	0.456375917	1	
PDGFB	0.696591424	0.012	0.006	0.006	0.520623855	1	
LRSAM1	0.696496655	0.033	0.025	0.008	0.581555815	1	
RP5-1136G13.2	0.696488127	0.003	0	0.003	0.456375917	1	
DPH3	0.696327509	0.197	0.094	0.103	0.002604469	1	
MTG2	0.696269951	0.073	0.031	0.042	0.058179364	1	
PLBD1	0.696152944	0.007	0	0.007	0.290768773	1	
CTC-241N9.1	0.695989675	0.003	0	0.003	0.456375917	1	
RBM8A	0.695878313	0.685	0.469	0.216	8.98E-10	1.66E-05	
TRBV27	0.694753913	0.047	0.025	0.022	0.219176896	1	
UFSP1	0.694674374	0.003	0	0.003	0.456375917	1	
MRPS6	0.694660291	0.566	0.331	0.235	1.09E-08	0.00019998	
MYCBP	0.694395225	0.178	0.1	0.078	0.014569842	1	
HAR1A	0.694389157	0.003	0	0.003	0.456375917	1	
C1orf61	0.69417736	0.005	0	0.005	0.36082193	1	
AHSA2	0.694036137	0.064	0.044	0.02	0.30594183	1	
ABHD5	0.693862249	0.169	0.1	0.069	0.027304711	1	
CYSLTR1	0.693845485	0.099	0.069	0.03	0.195269061	1	
IGKV4-1	0.693639624	0.005	0	0.005	0.36082193	1	
TMEM33	0.693601845	0.118	0.044	0.074	0.007514322	1	
BCL2L2	0.693563084	0.005	0	0.005	0.36082193	1	
CIT	0.693483485	0.005	0	0.005	0.36082193	1	
CTD-3065J16.9	0.692911536	0.005	0	0.005	0.36082193	1	
ATN1	0.69276973	0.042	0.019	0.023	0.169926929	1	
GSTO1	0.692421567	0.362	0.25	0.112	0.000657347	1	
ZMIZ1	0.692404884	0.052	0.025	0.027	0.144470346	1	
OSBPL7	0.692186386	0.064	0.044	0.02	0.304009276	1	
GAS7	0.691906377	0.005	0	0.005	0.36082193	1	
ETV3	0.691879718	0.078	0.038	0.04	0.070410028	1	
SLIRP	0.691873068	0.416	0.231	0.185	1.06E-05	0.195937498	
CDPF1	0.691588644	0.038	0.012	0.026	0.109187989	1	
THSD1	0.691511506	0.003	0	0.003	0.456375917	1	
CEP250	0.691266241	0.066	0.031	0.035	0.096276196	1	
RPP25	0.691048625	0.014	0.006	0.008	0.434270053	1	
RP11-338I21.1	0.691013532	0.01	0.006	0.004	0.624378148	1	
ZMYM4	0.690804684	0.03	0.019	0.011	0.442225827	1	
KCTD21-AS1	0.690536854	0.01	0.006	0.004	0.624378148	1	
AC002116.7	0.690223824	0.021	0.006	0.015	0.218008087	1	
AC021188.4	0.690127716	0.042	0.019	0.023	0.171947118	1	
RRP1	0.69009372	0.061	0.038	0.023	0.233112941	1	
ZNF215	0.689848654	0.005	0	0.005	0.36082193	1	
TMEM184C	0.689759809	0.085	0.038	0.047	0.044885827	1	
SLAIN1	0.689611514	0.023	0.006	0.017	0.183156121	1	
TSHZ3	0.68960758	0.003	0	0.003	0.456375917	1	
QPCT	0.689527956	0.007	0	0.007	0.290768773	1	
PRMT9	0.68923233	0.19	0.1	0.09	0.007008111	1	
CCR4	0.688615679	0.221	0.131	0.09	0.009902964	1	
SPTY2D1-AS1	0.688347583	0.003	0	0.003	0.456375917	1	
TRBJ1-5	0.688194846	0.003	0	0.003	0.456375917	1	
STAT3	0.687988856	0.669	0.481	0.188	1.23E-08	0.000226791	
TMEM208	0.68766957	0.251	0.162	0.089	0.007129217	1	
PIGW	0.687552287	0.017	0.012	0.005	0.651239163	1	
CD93	0.687490714	0.005	0	0.005	0.36082193	1	
HIPK2	0.687489806	0.028	0.006	0.022	0.11112535	1	
ZNF578	0.687425416	0.012	0.006	0.006	0.520623855	1	
CLCN3	0.687226235	0.096	0.05	0.046	0.060968953	1	
RP11-134O21.1	0.687225789	0.003	0	0.003	0.456375917	1	
RP11-572B2.1	0.686666064	0.003	0	0.003	0.456375917	1	
TBL3	0.686377195	0.092	0.044	0.048	0.046535063	1	
FBXW8	0.686248796	0.03	0.019	0.011	0.444894098	1	
PRSS21	0.686095709	0.007	0	0.007	0.290768773	1	
CES1	0.685866697	0.005	0	0.005	0.36082193	1	
HSPA5	0.685426151	0.561	0.388	0.173	1.34E-05	0.246441775	
MAML3	0.685358696	0.007	0	0.007	0.290768773	1	
RP11-486I11.2	0.685311343	0.024	0.012	0.012	0.356201313	1	
POGLUT1	0.685183851	0.085	0.038	0.047	0.044787324	1	
CRMP1	0.684882519	0.007	0	0.007	0.290768773	1	
CRELD1	0.684788224	0.091	0.038	0.053	0.03021411	1	
SLC25A40	0.684129952	0.078	0.038	0.04	0.073125535	1	
ZNF135	0.683678978	0.005	0	0.005	0.36082193	1	
NCKAP1	0.683511782	0.005	0	0.005	0.36082193	1	
LMCD1-AS1	0.683380766	0.005	0	0.005	0.36082193	1	
SAC3D1	0.683367983	0.024	0.019	0.005	0.658063695	1	
AL450992.2	0.683325587	0.005	0	0.005	0.36082193	1	
MTIF2	0.683088411	0.08	0.031	0.049	0.035556793	1	
DARS	0.682511819	0.369	0.225	0.144	0.000186158	1	
PDLIM4	0.682481708	0.005	0	0.005	0.36082193	1	
MINPP1	0.682429742	0.059	0.025	0.034	0.086588009	1	
FZD1	0.682181648	0.005	0	0.005	0.36082193	1	
NUDT7	0.682083399	0.056	0.031	0.025	0.20111097	1	
SPIN4	0.681841004	0.007	0	0.007	0.290768773	1	
ABTB2	0.681812582	0.009	0.006	0.003	0.757934361	1	
